ID,Name
11095,Stan Rogers
11102,Allied Broadcast Group
11113,Canisius College
11134,City of Fayetteville - Media Services
11135,City and County of Denver
11149,Montana Legislative Services
11158,"Golden, City of (Colorado)"
11164,Woodland TV (dba WAVE Channel 21)
11173,Wartburg College
11180,Edu Tek Ltd.
11181,"Cambridge, City of"
11203,"Sarasota County Commission, Access Sarasota"
11208,Anne Arundel County Public Schools
11215,Steve Zaffuto
11249,"Lewisville, City of"
11252,WC-TV
11318,Easthampton Media TV
11320,"City of Fort Pierce, FL"
11322,John Bazoukas
11328,Montgomery County Public Schools
11329,University of the Ozarks
11332,UC Medical
11337,Bloomfield Access Television (BATV)
11361,"Cincinnati, City of"
11377,Martin County Board of County Commissioners
11385,Northwest Community TV- NWCT dba CCX Media
11424,Upper Providence Township
11457,Camden City School District
11471,Canton City School District
3745,Canton City School District : Canton City Schools Television
11489,City of Columbus
11495,Morgan Sound
11503,MassMediaMan
11508,"Superior Access Solutions, Inc."
11510,"City of Cambridge, 22-CityView"
11547,"City of Kirkland, WA"
11556,Pulaski Heights and United Methodist Church
11608,"West Des Moines, City of"
11612,"Chaska, City of"
11636,Chabot TV
11661,City of Laredo Texas
11677,Seattle Colleges Cable Television
11678,Advanced Presentation Systems
11680,"Lake City, MN"
11697,Swansea Cable Access Television
11763,Lorain City Schools
11777,"Hubbardston, Town of"
11807,City of Santa Fe
11820,"San Marcos, City of"
11832,Roosevelt High School
11844,North Brookfield Local Public Access Channel
11879,Clackamas County Cable
11880,"Greenbelt, City of"
11903,Telluride TV
11930,Timothy Banks
11964,Barton College
11987,John Campbell
11989,Finger Lakes Television
12026,AACTV - Anne Arundel County TV
12028,Blackstone-Millville Regional School District
12042,Oceania Cruises - Sirena Ship
12050,Flagler Board of County Commissioners
12051,Town of Islip
12088,Pima Community College
12102,Helena Civic TV
12109,FC Public Media
12121,Erika Harper
12135,Sacramento County
12139,The Navigator
12263,MoreCom Inc
12281,City of Benicia
12290,B&B Integrations (Formerly B&B Communications)
12306,Mediacom Communications MC 22
12307,"Pierce County TV, WA"
12343,City of Hibbing
12356,Buena Vista University
12384,Universal Media Services
12388,Chicopee Tel Public School
12396,Waycross Community Media
12403,City of Temecula
12424,City of Rockville
12426,"Islamorada, Village of Islands Founders Park"
12436,Shawnee Mission School District
12465,"City of Tracy, MN"
12471,"City of Sherwood, OR"
12481,Prince George Community College
12482,City of Del Mar
12487,North Clackamas School Dist
12500,City of Riverside
12516,Village of Lincolnwood
12525,Brethren Village
12526,City of Minneapolis
12528,Jefferson Parish Government
12549,Riverside Brookfield Dist
12551,City of Santa Ana
12560,IPFW
12580,Monroe Public Access Center (MPACT)
12613,Point Park University
12616,Croasdaile Village Retirement Community
12631,Spencer Cable Access
12645,"City of Rialto, CA"
12646,Prince George County Public Schools
12662,Frontier Communications Corporation
12689,Town of Weston
12728,City of Edmond
12741,PhillyCAM
12762,City of Gadsden
12767,Lyle Pringnitz
12778,City of Xenia
12790,Dixie State University
12792,City of La Habra
12809,"Union City, City Council Chamber"
12822,Cabarrus County
12824,"Town of Grantham, New Hampshire"
12845,Ford AV
608,Ford AV : Ford AV-Oklahoma City
12330,Ford AV : Ford AV - Tulsa
12849,City of Broken Arrow
12856,City of Burlington
12857,Natrona County Schools Dist #1
12885,WCE-TV
12888,City of Los Angeles
12893,City of Baltimore
12913,City of Whittier
12934,Peak Media Inc.
12946,City of Vancouver
12974,Douglas Cable Access
12977,Milford Community Media
13005,City of Santa Barbara City TV
13012,Moreno Valley Unified School District (Alessandro)
13025,DeKalb County Television
13044,Alabama State University
13055,City of Apple Valley
13064,Somerset Access TV
13112,Winthrop High School
13115,Memphis Public Library
13131,"Prince William County, VA"
13145,"City of Northglenn, CO"
13150,City of Tustin
13181,Burlington Cable Access Television
13192,Village Of Millbrook
13195,Town Of Tewksbury
13224,Rye City School Dist Curriculum & Dev
13229,Long Beach Action
13248,Holbrook Community Access and Media
13254,City of Mission Viejo
13263,Sycamore High School
13268,Willow Valley Communities
13270,NCDOT
13285,Intent Digital
13297,City Of Owatonna
13305,"Abington Community Access and Media, Inc."
13312,Archdiocese ITV Facility
13314,Municipality of Murrysville
13316,Aspen 82
13336,"City of Weston, FL"
13356,City of Kingman
13359,"City of Concord, CA"
13373,1 Access Media Inc.
13374,Monarch Landing
13377,Dayton Access Television
13385,Morton Unit School District 709
13394,Warwick Valley Central School District
13404,Texas City ISD
13416,Contra Costa Television
13417,San Luis Obispo County Office of Education
13433,Norseman Audio-Video Systems Inc
13436,"TapeWorks Texas, Inc dba TWIST Integration Solutions Technology"
13456,Town of Scituate
13471,MNFurs / FurryMigration
13472,Iowa State University Athletics
13477,WMCT-TV Marlborough Cable Trust
13491,City of Durham
13501,Na Leo TV
13504,Western Hills Access Television (WHAT)
13528,Webster-Calhoun Cooperative Telephone Association (WCCTA)
13532,Milford Government Access Television
13566,Harding University Videoworks
13574,NCTV Novato Community TV
13581,Southern Arizona Video Productions LLC
13582,City of South Amboy
13591,"Town of N. Attleborough, MA for North TV"
13604,Brookline Interactive Group
13627,City of Oak Park
13645,Village of Port Chester
13648,City of Santa Rosa
13663,Escambia County Board of Commissioners
13681,Wilbraham Public Access
13690,"City of Cypress, CA"
13691,Matrix Audio Visual Designs Inc
13700,Town of North Yarmouth
13715,Dedham TV dba Dedham Visionary Access Corporation (DVAC)
13753,Community Media of the Foothills
13756,Boothbay Region Community TV
13762,Valley Media Works
13787,Roseville Community Schools
13789,"School District of Lee County, FL"
13794,JAV Inc
13805,City of Fairfax-VA
13815,Alexandria City Public Schools
13819,Dighton Cable Access
13820,Methuen Community Television
13828,City of Yorba Linda
13844,KPVM TV
13852,Prince William County Schools
13869,Urbana High School
13883,The City of Pontiac
13887,Regent Seven Seas Cruises
13889,Northern Virginia Community College
13898,Town of Cape Elizabeth
13901,City of Laconia
13902,Canton Community Television
13913,Town of Hampton-Hampton Government TV
13918,Windsor Community Television
13922,City of Bellflower
13923,Topeka Public Schools USD 501
13929,City of Corona
13932,Carroll Iowa - CAAT6
13937,Miami Valley Communications Council
13940,John Knox Village
13944,Cape Ann Regional Cable TV
13956,City of Wilson
13964,Manhattan Beach
13967,City of Archdale
13975,Town of Freeport
13998,Agawam High School
14025,South Florida Caribbean TV
14043,Omaha (NE) Public Schools
14050,Wausau West School District
14051,Santa Clarita Valley TV
14054,Auburn Community Access TV
14057,L4 Productions
14059,City of Kansas City
14064,"City of Carroll, IA"
14065,Navy CVN-79
14070,Garret Hummel
14072,Fair Lawn TV
14075,"City of Commerce City, CO"
14077,"Adams 14 School District, CO"
14081,West Virginia State Uni Foundation Institute
14082,Louisville Access TV
14084,FMOL Health System
14093,Lyons USD 405
14098,Test Market Bestina
14102,Elyria City Board of Education
14104,Aurora Community TV
14121,Des Moines Public Schools - DMPS-TV
14125,City of Dyersville
14128,Tampa Bay Arts & Education Network
14133,BTV98
14144,"City of Naples, FL"
14147,Worthington ISD 518
14148,LegacyPassTV
14154,Town of Kennebunk Maine
14156,"City of Paramount, CA"
14162,City of Santa Paula
14168,TM Productions Services
14169,PANDATV-23
14187,City of Pomona
14192,KLCS Los Angeles Unified School District
14219,Falls Cable
14251,iTV Techs LLC
14278,Arizona Western College
14279,Central Michigan University - Broadcast
14282,National University
14289,Heritage Village Master Association
14302,Proud Audio-Visual
14331,HTV Houston TV
14342,WHCC-TV . Washington Court House
14346,Monroe County TV
14376,"City of Downey, CA"
14387,Newport Community Television
14397,South Kitsap Schools District
14399,WIP Inc.
14403,City of Oakland - KTOP-TV10
14405,City of Laguna Beach
14407,Town of Apple Valley
14416,"Mt. Lebanon, PA"
14440,PCTA
14441,City of Piedmont
14465,Mt. Olive Olive High School
14467,LTV
14471,University of Indianapolis
14483,Tuolumne County Cable Access
14485,"Advanced Technical Solutions, Inc."
14513,GPS-TV (WPEO)
14516,"PPMtv - Portsmouth, NH"
14517,Peekskill City School District
14529,Workfront
14547,City of Wahpeton
14565,"Greenwood GOV-TV (City of Greenwood, Missouri)"
14573,City of Modesto
14574,"City of Oak Grove, MN"
14580,Public Media Network
14587,Advanced Systems Integration
14588,Paradise TV
14589,Army National Guard (Location TBD)
14590,"City of Rio Grande, TX"
14597,Saco River Community TV (SRC-TV)
14609,Infinite Technologies
14615,Greenbelt Access Television
14616,"Dearborn, MI"
14617,"Valley Works, Eu Claire, WI"
14620,UltraChannel
14621,Elizabeth City State University
14623,"Wilson County, TN"
14628,"City of Nelsonville, Ohio"
14639,Children's Hospital of Pittsburg - CHP
14645,"Town of Carrboro, NC"
14648,"City of Rancho Mirage, CA"
14649,"Livingston, NJ . LCTV"
14651,City of Kenner (Louisiana)
14654,"Town of Chatham, MA"
14662,Berwick Community TV
14668,"Rockdale County, NC"
14673,Amazing Fact
14674,Redwood Valley MN
14679,Hastings Community TV MN
14681,Haakon School Board (South Dakota)
14684,City of Canyon City
14698,Overton Brooks VA Hospital
14706,Wartsila entertainment Systems / FUNA
14709,City of Beatrice
14725,"City of Richardson, TX"
14726,Portsmouth Public Media PPMTV
14727,"Town of Davie, FL"
14728,QPTV - Queens Public Television
14737,"Clay County BOCC, FL"
14740,Cox Cable Connecticut
8833,"Cox Cable Connecticut : Cox Cable - Manchester, CT"
11544,"Cox Cable Connecticut : Cox Cable - Cheshire, CT"
11545,"Cox Cable Connecticut : Cox Cable - Enfield, CT"
14741,San Bruno Cable
14745,Atlanta Public Schools
14746,The Mayflower
14747,"St Lucie County, FL"
14749,Atlanta Public Schools
14750,SCGTV - Brevard County
14751,City of Covina
14753,California Franchise Tax Board
14764,"City of Elk Grove, CA"
14769,Indian Health Services
14775,KHMER Live
14779,Mayflower Retirement Community
14789,Merced County Office of Education
14791,Northeast Digital Integrators
14794,Lake Orion - ONTV
14795,"EIDIM Group, Inc. dba EIDIM AV Technology"
14797,Charter Township of Canton
14798,Quadyster (TBD Dealer)
14829,Oxford Community Television
14840,Dallas County Community College District
14841,Arkansas State University
14848,"Millbury, MA"
14851,Oxford Community TV - Michigan
14858,"City of Montevideo, MN"
14859,"City of Hopkins, MN"
14867,"Wausapa, WI"
14877,"Metuchen, NJ"
14879,"City of Vacaville, CA"
14882,Ockers Company
603,Ockers Company : Integrated Solutions Group
14890,Muscatin Power and Water
14891,HA Design Group
14893,"Westbrook, ME"
14897,Wausau East High Schol
14900,"Pemberton Highschool, NJ"
14908,AMP Media - Access Monterey
